,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
17,0.8313072794163524,0.993489707611272,0.5384236041188144,0.4723213224765617,0.9903283368268674,0.6128719503080541,0.4469408622529566,0.5563292110127226,0.624783517601047,0
19,0.5462029306880586,0.6128603694693628,0.5744918127587295,0.15374035863927396,0.5123872354350568,0.5949970972406924,0.39803187938539347,0.4491510799786291,0.16330893506300034,0
20,0.519143857626426,0.695884338401785,0.49902400756423554,0.9141698885076445,0.4977176635728134,0.7832920030559853,0.6109229663341424,0.23362785197595895,0.5368660181435,0
21,0.43426589816598027,0.31631952107183986,0.6951140809563058,0.33750628770672386,0.3228512509095909,0.7142133700668001,0.697389885317526,0.6254492167276717,0.4457467586672325,0
22,0.519143857626426,0.6223653116802002,0.38102799580008634,0.3050713362838455,0.44511654520329264,0.520352997119776,0.49159175475933187,0.4127430348882234,0.8516998872933778,0
23,0.0,0.499966455935334,0.47319127604781547,0.4840889743369672,0.4977176635728134,0.5385884438036229,0.6263690710610811,0.7880633025537043,0.6306872745962568,0
24,0.23586547597281102,0.13956951027774164,0.3846454808654111,0.8784674916506323,0.4559148960794932,0.6015604252803697,0.32825967833906616,0.37656063022060643,0.7010386498282073,0
25,0.41130698249999237,0.5119281288662823,0.4743535161004772,0.6998796725019765,0.41955632811082866,0.4694218936925537,0.5311865397460899,0.6601706886604976,0.7903478037651755,0
28,0.519143857626426,0.9460513185418804,0.5911219546146322,0.5747738023399935,0.9677199513280401,0.36117525213596846,0.27772145374161966,0.3280026675251044,0.503180036874399,0
29,0.519143857626426,0.18714400386814695,0.3375868398140524,0.7483172618941452,0.2929279293382263,0.8032172659489021,0.6241202906701709,0.32389137064206847,0.9891747236716748,0
30,0.5163459931448993,0.5816038463840282,0.3376507713621527,0.3550194642565286,0.5321015749707149,0.3115679452575982,0.1425887288990773,0.5573266143935474,0.7637461000772434,0
31,0.9327081250148463,0.4605244854853507,0.43937901061107165,0.4533211790243076,0.4977176635728134,0.5571225344612368,0.6425205240751162,0.2546567869373838,0.2338763019489568,0
33,0.5529896366452249,0.7447132420484994,0.7316929028073857,0.46471377786704143,0.9050021040461038,0.46652317081856204,0.2719217441089768,0.22256957932397506,0.3058633982114978,0
34,0.519143857626426,0.7269765491509239,0.32836643456757886,0.2880431716931868,0.4977176635728134,0.404423963830141,0.37897197772716806,0.7373095302831052,0.7495712167895353,0
35,0.19106713562730154,0.46819983398565934,0.4380773008986167,0.36352859043793273,0.42138907143560905,0.5325330100457135,0.31211433047658793,0.2813428909601001,0.48193300865251076,0
38,0.519143857626426,0.15698912433469117,0.44538012923810594,0.3416279039739977,0.4977176635728134,0.500115336528475,0.9527824209117518,0.3294347422746325,0.24577112811205087,0
39,0.8447912057360052,0.5109466298549982,0.5530052343735713,0.3699585851095487,0.45377160442965075,0.4330216916928346,0.6187354701395935,0.04799244185164484,0.5821220053153816,0
40,0.519143857626426,0.7371058216427192,0.25837970844250724,0.17522357270368027,0.3084087533403046,0.3277313021138767,0.7227114697843307,0.2001461547332217,0.3888277783150792,0
41,0.22510049391770068,0.4869455111727941,0.3708510524564747,0.6126282338972115,0.3667108475563155,0.29606426132585245,0.2683405636797679,0.409243540906482,0.6084365043892043,0
42,0.5107278635732956,0.7681051754906686,0.6459934105035229,0.46060016748622706,0.8958422699825326,0.2892166901615446,0.31916946466796564,0.4904967740574416,0.7860035849978357,0
44,0.13479021055158075,0.4129938503985485,0.4822918651401009,0.1922279526121967,0.4977176635728134,0.4486946552376794,0.7410534853729519,0.5000802771167963,0.6340779392138229,0
45,0.28352027399556096,0.6279647494032623,0.8009374991322109,0.5083195737499409,0.4977176635728134,0.672003825917252,0.6002908432270221,0.631561348154805,0.5378909925577212,0
46,0.48050785920182615,0.5816852922072272,0.23275874921447146,0.15761102234242433,0.3585519932837584,0.42039714391899474,0.44125971519820856,0.7535242279390686,0.31419495740077763,0
48,0.519143857626426,0.06995641604758786,0.7739126344140407,0.3971886460864862,0.2740185365646685,0.5959165928773951,0.7372206654333898,0.56804036942129,0.6014944784311208,0
49,0.7644915540138945,0.5210660332369978,0.48156087181185864,0.21590607730642492,0.37593231926940296,0.4504103358029192,0.4681592173539758,0.2651628718958325,0.41640457443292406,0
50,0.519143857626426,0.316991261580895,0.6167566391097317,0.49052074546001057,0.23801993882176767,0.4040099128050762,0.6025896856379236,0.6092008231428324,0.2791329528271845,0
52,0.43304959567850226,0.16697656462835758,0.4437802114446614,0.2218291272996072,0.14816530527825497,0.7636762513046533,0.3107519554919343,0.5596714013451233,0.44393947916343357,0
53,0.8258960811094416,0.5950056951501207,0.26329823587636114,0.5143042641335586,0.542909276823585,0.7231675785928535,0.7191704350985696,0.2614997060156256,0.45639226413584955,0
55,0.564029460653756,0.9054400889459103,0.6876745935190948,0.7911372452741856,0.4977176635728134,0.45030605539020224,0.5888008750381285,0.4964742080305302,0.6906857301005356,0
56,0.7272572006179326,0.7658283757109421,0.6459777388166755,0.649865792631844,0.8628093733924429,0.6202882918088432,0.03642181837088861,0.15576180088202143,0.4910790392991363,0
57,0.17273689771431575,0.45751133846174785,0.5448369068137239,0.5142230001787448,0.4294569623207597,0.4517690817329773,0.16007430010435342,0.9024891780649341,0.6145781446620446,0
58,0.519143857626426,0.24905458644540707,0.3777684697038422,0.6566708521761678,0.23972839058639392,0.3534485405788371,0.415558543685221,0.5595425789523777,0.6014469162132856,0
59,0.519143857626426,0.2314373476357516,0.45933913033386015,0.6375611134227938,0.4977176635728134,0.19640217249609782,0.6271054552609361,0.4098542243889851,0.5265328692661521,0
60,0.000567319024080383,0.7341787084875065,0.722362512926269,0.4838992977497699,0.6086305200707121,0.1504249913325898,0.23902401798780062,0.4608562363470495,0.48212082781246307,0
62,0.519143857626426,0.7090430143559061,0.8037351803310582,0.717907848583129,0.8879635998935984,0.21018863944085278,0.6440829783875984,0.49348277284046327,0.4708942171615862,0
63,0.7542298391423085,0.48867596396443286,0.5523813837935939,0.6433058176663614,0.4977176635728134,0.4362783134574603,0.3908811802464108,0.27147286656583225,0.6186806135576822,0
64,0.6587495719347677,0.0561544307058494,0.7339186950034075,0.42454651608160837,0.4977176635728134,0.4759622867344484,0.3206451185621306,0.6407056385571056,0.5214942146678074,0
65,0.36242182605065665,0.5988075258586942,0.48789041240263337,0.5971860597814442,0.4977176635728134,0.3559146434136721,0.5330251633349508,0.4624744878300307,0.7938632221419587,0
69,0.5289597955772244,0.39079370565015037,0.5593848182681928,0.33471228268537195,0.6155773107801294,0.6643406126219333,0.6641673285984077,0.30306017404860003,0.4188335119329117,0
70,0.5130420207272588,0.4113245456615098,0.14578067806498568,0.07260643991535265,0.06835259220056678,0.5021238462611439,0.24712741149115927,0.7862526508885856,0.4778492023719494,0
72,0.3645154827463691,0.07671907658920854,0.43444180844270386,0.4964789523366858,0.24039295129685403,0.7873584277505971,0.4857186312640021,0.3885056549546046,0.8200182958644849,0
73,0.7523154468485777,0.7908127188944328,0.5144247514157836,0.5514118023702881,0.4977176635728134,0.3355885106104696,0.7430684638555948,0.5371529327153665,0.47513720895680345,0
74,0.519143857626426,0.6436888484722817,0.3300066515356012,0.303945921316676,0.5787225546553687,0.4958637934157048,0.5797423104682435,0.28275092252465955,0.6609384881392019,0
75,0.4716040713485239,0.5927342912965496,0.5749561751770388,0.4544125093444796,0.4977176635728134,0.4022785335933431,0.47743026648301407,0.792291648439808,0.7480554743944012,0
78,0.4019515320972367,0.3702224805741556,0.5481096724232896,0.3243833948918403,0.35239031964630535,0.6119997388934619,0.6061227789483837,0.3864345027175259,0.09993798197299618,0
79,0.5376607828104533,0.6322793605762951,0.7168830264027596,0.8537516766811487,0.8268367029064032,0.49741579538801617,0.20218975240838785,0.5322187942094386,0.38844038396295,0
81,0.25457689375847115,0.3191739660080727,0.2771669836998687,0.5787245548030485,0.4977176635728134,0.5365736413505175,0.7093552978925234,0.49348277284046327,0.4479538776701672,0
82,0.5521766520557798,0.5516766327114832,0.20985423431964306,0.42089796486058445,0.32683539306721976,0.6709121275186195,0.34361795175592214,0.6757533809071855,0.4511418214361773,0
83,0.32664294420554457,0.8981284736098163,0.6116647266444222,0.5681421801736521,0.8781397922756924,0.6930290738622575,0.3839762360135713,0.69262028945067,0.2664557752694188,0
85,0.3633138345911044,0.4904340650222461,0.2904481672018998,0.5978762014965476,0.4977176635728134,0.47818447840269457,0.1194793758950777,0.5450672602044486,0.41317133264943945,0
86,0.4504257395617239,0.7256593284351069,0.6091996964177112,0.5986033516714214,0.6245566107512949,0.5850157295656503,0.4734858573830578,0.474088688977362,0.7228359466518993,0
87,0.9473887795961325,0.5145840603165801,0.4800639699027618,0.458772006065399,0.4621772963883143,0.5076045839912924,0.5905585187650415,0.405772780282616,0.35926480141964434,0
89,0.7588964704504515,0.5607111199768541,0.6420826763581435,0.3976413814205396,0.8303990829552839,0.677104737924873,0.45620887607128646,0.19648305828296972,0.162056977352791,0
90,0.519143857626426,0.5068744227557359,0.3820739990680727,0.5695086803200583,0.46295522556982593,0.8282993312954081,0.36248908939047697,0.5272759737413614,0.5963500570617554,0
91,0.519143857626426,0.5141132851704775,0.6673659214257402,0.46777265957930414,0.6769190893477268,0.4858753142458176,0.21521454316758168,0.35629323208831737,0.35205930090203447,0
92,0.3459926288639678,0.7631641928378314,0.45615223554443995,0.672418998595262,0.4977176635728134,0.19845100132415514,0.7745713800517442,0.8246512006824199,0.3087521951609499,0
93,0.8069349979729212,0.8613236383835943,0.627487820890292,0.43152255501675585,0.800993152060727,0.8575839470173935,0.6005660835312425,0.4036957922164943,0.03478092363005514,0
94,0.4804302849368577,0.5400287538374778,0.2562275274593394,0.2907263817352824,0.27209419917503197,0.7751380804271492,0.22419029727684597,0.3645075299029871,0.42251455911880137,0
95,0.3524853282262022,0.5062090400581146,0.5984970009162893,0.5602298566248463,0.4625852049720606,0.7683284678395929,0.5833343272351501,0.18264860066699395,0.8280033953544925,0
96,0.5000359113024601,0.652477524318433,0.5346113890038657,0.37913685670578223,0.5599766249252746,0.29147448410153304,0.2951451497204027,0.7895000997777758,0.686724884503478,0
97,0.2497249733320758,0.10789146070090132,0.480401611654115,0.6375735793801082,0.09129053033647673,0.531607693393116,0.5289734423564795,0.7646188696350724,0.7585044306493622,0
98,0.5201427334666101,0.008592389647608813,0.5517373714824841,0.3817951831554081,0.16127136984398122,0.4808271635111131,0.46118768118888365,0.46074074908480306,0.43633183718986607,0
99,0.8307261860128677,0.28417805968016496,0.4664005095551832,0.5781211703058046,0.39531482168016957,0.4998131123017131,0.27022083006073416,0.44461708127784844,0.2935499286442897,0
100,0.05798752152716055,0.3070405147401179,0.5466842380549254,0.5350139004792112,0.21806320688343356,0.3279958245734118,0.4520193363923991,0.34615170959049946,0.44911982639926795,0
101,0.5427061434140311,0.6691253913148556,0.2541832187630003,0.7280510737501454,0.4977176635728134,0.6487627273702713,0.7119337052292326,0.5842764362807505,0.7143576015022625,0
102,0.7281017690253809,0.3633491621576887,0.2614031725203787,0.5468945411448959,0.30351600273211576,0.6045907089239527,0.9180308567764062,0.320129233413128,0.7623579334399718,0
105,0.7224960368991511,0.5462986647424272,0.5145551658540681,0.6483174826168819,0.6887072144189903,0.5175691293118428,0.6528354483022094,0.444502118391215,0.47563267512378204,0
106,0.519143857626426,0.606734346078451,0.5043387936068352,0.47904962942284485,0.499306004748337,0.5805472272019688,0.34867913186451766,0.5335384561689831,0.36237178844648366,0
107,0.7804189099248406,0.8703100756612799,0.2111748078927885,0.6074978464273022,0.6090027167347394,0.3164293100863922,0.1433054757525247,0.6386450141783925,0.8674852657838291,0
108,0.3457579668029847,0.4556427264748717,0.6232165678082142,0.41280235884153144,0.6053546027292687,0.09811076392089675,0.5165325436250474,0.5806763562397204,0.4998076288118552,0
109,0.7113783843085818,0.4281987906577661,0.293201117290743,0.09776352511013428,0.3015623029550525,0.5810981707881574,0.6598149592588672,0.2757102817862046,0.4962732322329713,0
110,0.8477780518537181,0.665253541261505,0.27216568246645595,0.5219161345427609,0.48554848091811087,0.33735715181975084,0.49062827251084185,0.49348277284046327,0.799631807206748,0
111,0.6257017905526674,0.6885032927874154,0.2812220634284672,0.5236248759299411,0.5936943822516859,0.5405738717268466,0.03904640442347084,0.4532446859606445,0.5618390816808163,0
114,0.447665917961832,0.6380659122576255,0.48917889803693243,0.5058916240313782,0.4977176635728134,0.3801809198175046,0.6384872733800087,0.5888625007646051,0.48199565635755304,0
115,0.519143857626426,0.4583894736275126,0.629702534269193,0.821549728524184,0.6763348995449361,0.13783480968516304,0.4501646640854883,0.5018520202846961,0.8920125511320053,0
116,0.51672032614067,0.9167249296001683,0.3127896905589392,0.743377124820965,0.6877725527287863,0.1969407524112971,0.6564923839603838,0.6871168500668164,0.6469873363425799,0
117,0.9778217358542968,0.7792844237286453,0.3407167559165267,0.2774427654246214,0.712039311454,0.44669349673309944,0.59975252224036,0.42828334627362064,0.3688237870676946,0
120,0.46847585989870344,0.11480145588645689,0.6154237667058148,0.49635763910527425,0.2958697853859993,0.31175658338557327,0.7263289631114287,0.6768235977465361,0.46425664553367013,0
121,0.519143857626426,0.17955405396843246,0.3642362184785906,0.5730952472257331,0.4977176635728134,0.5928469568333448,0.7373304272810437,0.28534950145615445,0.6629411768014986,0
122,0.519143857626426,0.7175375637793946,0.6150876829982396,0.5021533187166174,0.7685947513442103,0.16198262948003364,0.23481685457092136,0.5677096168734718,0.552104565057425,0
123,0.5698239280126391,0.9501493046799546,0.6025260163248273,0.9290572911202296,0.4977176635728134,0.6743792281963992,0.6056906749006309,0.37787093460637267,0.23941223526187844,0
128,0.7319922058970447,0.7203565120045957,0.6491276461824971,0.5905545336151257,0.7682451674445383,0.5115466836022924,0.6072807833998863,0.5772708461597389,0.4512524025121921,0
131,0.5462084061424469,0.5693555232981826,0.5582285307417597,0.8217022216609654,0.7150724714244608,0.35826658864873134,0.34420372606617944,0.5100839374664935,0.603157552474334,0
133,0.4100586516514224,0.5345063586976003,0.3805706761300725,0.3817324848318363,0.4429663672581466,0.6212932012289879,0.6222562400885779,0.2438125547077568,0.39803454747210615,0
135,0.17814765935173135,0.23314262906393454,0.7865321155432203,0.5002177335280694,0.392978908462486,0.6631309588142749,0.7212414877441572,0.4540523748981042,0.325887147723719,0
136,0.4740110951756857,0.2358314012925307,0.40068410336563176,0.21606090240617476,0.055442252960349894,0.5278751148711444,0.725040548902327,0.3589316347300726,0.17564504069726566,0
138,0.3426367666306999,0.5038079985813533,0.8089127584196051,0.630235881041199,0.8466101512735216,0.35137384539868083,0.8207057987673051,0.19010287327011993,0.5530510167181805,0
139,0.3684745379853443,0.46791740611570704,0.6316721045316115,0.5013722274819905,0.38680413414260445,0.5469350731507117,0.780142796447352,0.42615879757454644,0.6259813477434919,0
140,0.3402776731464687,0.2680877081930259,0.3280926723841357,0.5469454158737216,0.2838935183892659,0.27865497132671974,0.3868848829275987,0.5263925448913414,0.3786959554373816,0
141,0.6656508889108168,0.3780189091912675,0.6245175854350808,0.7430565946618419,0.5023399190884351,0.43334210149356,0.5888998879873106,0.6792659768535881,0.35380998798230134,0
142,0.8912798012616313,0.5327590815763302,0.2887485155396941,0.3325949622376817,0.44645155269256837,0.5139781612834905,0.48880727210303504,0.45845439084370054,0.4488381807710465,0
143,0.6716674352259744,0.5257012698416735,0.6087906316152202,0.5183790295548387,0.5765750490722984,0.7184879623888425,0.6003740486121977,0.4916525883778148,0.5739036437961151,0
145,0.519143857626426,0.3105596339541273,0.4681321896400525,0.22209427665635428,0.4977176635728134,0.8088381360763982,0.33173638615838225,0.49348277284046327,0.4291466897794531,0
147,0.6233842087004775,0.5472649949704564,0.5634761908379363,0.6035418398636742,0.531165273213728,0.5940488307317299,0.5920827131252795,0.7383809398077952,0.542620668936955,0
148,0.16743950448525738,0.6536203582491731,0.487610553555753,0.3879944263737245,0.32794612982282273,0.40981653916091504,0.7057997761421484,0.3391386382371465,0.3678747955131731,0
149,0.36296593324869725,0.47451583389002777,0.2978456010763687,0.3323846296670696,0.4371955426084788,0.736666580096575,0.5193538276136355,0.42053450477262777,0.39815879994899883,0
150,0.519143857626426,0.24392171120877182,0.44821366496479176,0.6225789219340713,0.4977176635728134,0.641558040606557,0.6661295957082078,0.5626645294233831,0.6043377990291217,0
151,0.9238520799554776,0.9322206800558178,0.18501167823475276,0.6584866335886953,0.6919249490933156,0.3361515564009554,0.539378388886743,0.32351109621977325,0.6563411274972119,0
152,0.9020287580344288,0.21736332137336262,0.5293526362443169,0.4749908130201065,0.4924886678390725,0.4780190755489241,0.6297747876968995,0.7857848408870617,0.7236699125537777,0
154,0.587542412276654,0.5176111979904345,0.36298089915644505,0.8583260963200761,0.686562965299993,0.4854862868472956,0.28832786024838075,0.9125796782091786,0.25040231474386676,0
155,0.2942713624650615,0.2314063305252062,0.5581288114002133,0.42416301338676804,0.2165558434932369,0.24856455850414907,0.3532332028915369,0.7324528488744511,0.6687848188615716,0
156,0.42162993062313475,0.5020438085779712,0.39350914198113446,0.16322750405898434,0.16525088117989883,0.11703581536687468,0.24980241611527687,0.5846996304199936,0.6419451532960803,0
157,0.14151661249869496,0.39646031107144025,0.3004362331475151,0.7393555855492014,0.40784449515917454,0.8555333766304435,0.39202832051332837,0.4396327327859476,0.6045938640612378,0
158,0.637184731112272,0.7651950150020157,0.42693022947549064,0.33662950867494157,0.4977176635728134,0.5168030480925635,0.18384084967192238,0.504927258381057,0.4321044753822677,0
159,0.4731268292121374,0.6275464794613154,0.446491595767394,0.5235250188968991,0.5456130124303431,0.3433871567775408,0.23679517680355558,0.42842563795385463,0.0598847753114408,0
162,0.7178914510824695,0.6005705422208659,0.7737066044612471,0.7009382030291466,0.8872886574382394,0.6114719762478564,0.4700187695494052,0.49348277284046327,0.45102860381935445,0
163,0.6021187518223274,0.7376760739504639,0.4845490302182224,0.39606150041286675,0.5468892073385827,0.6001963639697507,0.5033318804472398,0.12465899455995211,0.4388450824930508,0
164,0.519143857626426,0.8256748423163622,0.4364646440997949,0.7126023648033005,0.4977176635728134,0.5261402620777305,0.6272390334373645,0.4757811313794713,0.4524042849410759,0
165,0.7912335452226102,0.7885439639150641,0.5107294690298901,0.6842621251581035,0.7584057990440296,0.3960310315926749,0.30614402078787867,0.6107804341950519,0.6481023266720352,0
166,0.3630576719508918,0.21966486964636583,0.38673837469642003,0.6411201761286671,0.4553329953457035,0.6200152283257957,0.4963274003006759,0.44817240251257295,0.5846417352314087,0
167,0.3505245007849456,0.1444036235618598,0.21098260031240945,0.5654773482728214,0.07104484504925039,0.4732325363222675,0.6167234523380014,0.29935873147138786,0.6556923021837003,0
168,0.519143857626426,0.5343067620479893,0.2646857971150047,0.766650486874379,0.5446807917520123,0.476736875046448,0.4854746925318442,0.4487581680669324,0.19147467688408182,0
169,0.536281973919917,0.9992080405149312,0.3241293286116355,0.6270570141193159,0.8850703754908843,0.47455991977721085,0.6348674698751458,0.5251397497951303,0.4330231805558334,0
170,0.519143857626426,0.32796923388055227,0.898536550336549,0.4272214765647034,0.4977176635728134,0.6958407210093025,0.4541107311891102,0.1733730121556953,0.5890639564729288,0
171,0.7461663969307911,0.5299041078919521,0.5936358035463872,0.48032409518504104,0.6387681788241472,0.24031771828610227,0.6851844938377354,0.5217696931748438,0.8051218583456258,0
172,0.519143857626426,0.5551911869809486,0.4559272151172003,0.46008995429695226,0.6613636659765317,0.6225309444100549,0.3884866620572932,0.5454783984075131,0.5295300654905789,0
174,0.6914974706591106,0.5593682825684398,0.7920837471658363,0.4125319980365705,0.5987259254201849,0.43880250536488624,0.5961070110461419,0.6614908249961865,0.49442980721033497,0
175,0.519143857626426,0.7370503114293847,0.47248277152891244,0.44460217269655966,0.4977176635728134,0.290779902157913,0.24410086247170842,0.631484133505449,0.3415382768236974,0
176,0.519143857626426,0.7616078271645412,0.5830890915160841,0.49416829828079806,0.7937171584118933,0.3174595684694986,0.5056920857019093,0.5716616999789604,0.4355122764465075,0
177,0.8798736309156272,0.7384595805237422,0.34485786762655896,0.19274122916863992,0.4977176635728134,0.1693220441090416,0.6313360206449079,0.6797166591906776,0.5574171396946319,0
178,0.6186283443825339,0.4607967253282403,0.1673835059234333,0.20689939653740133,0.18224657103781858,0.6782294119527511,0.5660875380754541,0.7240519784146957,0.6449972015848947,0
179,0.08311452312564355,0.1328106234835011,0.6478528199888198,0.7373049214609195,0.22701729350017794,0.517082053456092,0.6648123282253692,0.452185995360134,0.5965028263526306,0
180,0.5256826669168311,0.5274533884735683,0.5325621744217205,0.5813742188291466,0.5523141939766768,0.8374045367253885,0.45245668011045365,0.44733127692565894,0.3998207078162317,0
181,0.519143857626426,0.9061663925417681,0.4357434010294903,0.7118934320824052,0.7648613011823333,0.10955689905406692,0.4144851687087072,0.27408627392878115,0.42575733001568694,0
182,0.4668766368445012,0.3541868044686318,0.5400312944261061,0.2951339529481228,0.22149021117780077,0.6265070213848626,0.3408635041952567,0.48017966679276547,0.4632937294437574,0
183,0.3507152590587117,0.5216228987197391,0.6961488004372514,0.7203895811224811,0.6125146525135419,0.30996519302167136,0.21930795834351213,0.6565292578214823,0.6514327842192006,0
185,0.4108665308453732,0.4035223771752741,0.654084937218936,0.5729326154556783,0.5887190579459454,0.6070321034890189,0.387565249215221,0.32093882913724553,0.7071289137682469,0
186,0.22382105150926535,0.7275420529923171,0.8467734151644982,0.7267965343711912,0.8546178132257359,0.84112429694811,0.38603761854909857,0.3564879842256469,0.23939715618614596,0
187,0.4514871546076254,0.3205118111099715,0.2439264290805824,0.5001901784289269,0.2836369487240104,0.1949861207846765,0.7342406608708288,0.4393033397533781,0.7950151655985814,0
188,0.311085419799496,0.14519210768290686,0.3026053006558607,0.3172612351596753,0.08502280057414367,0.7470887746270719,0.371570560252862,0.5123927449738677,0.5128436145688575,0
189,0.8868100838026489,0.5323841157224555,0.20773173220914667,0.36932666889011234,0.38886288447287465,0.1286643801801392,0.5715988948616163,0.49348277284046327,0.21268673526159382,0
192,0.27573803906538963,0.17711556955111965,0.36639264095447927,0.4203404000788887,0.23667714177880625,0.1570592531347242,0.4696596716859101,0.7588669450218095,0.7898967273234452,0
194,0.6127794029371663,0.37139361985614366,0.4091167315793771,0.5577145872184922,0.5312858646977049,0.3761155926620451,0.20476771597710214,0.6161146409722341,0.5462487815642689,0
195,0.5811738659412592,0.9148985205705186,0.4097154534827166,0.39404622979336873,0.4977176635728134,0.41251379496272716,0.6245282587068838,0.3134306285183696,0.35732454532179975,0
196,0.5448937410560386,0.42802676912228027,0.36198881841260927,0.26769689375840966,0.3685699464794212,0.4826571158876186,0.5938000718743085,0.47243841431999734,0.6021895729817688,0
197,0.8531557829790617,0.06952832383882407,0.3559439015951409,0.15017936884569605,0.023086313786624468,0.6613719708044703,0.42964895445269075,0.6971720290519396,0.5540552022823981,0
199,0.4335404252613259,0.6253383187627005,0.4596706522690277,0.7402512122847756,0.4977176635728134,0.2998588691059301,0.6896908302875985,0.5593853994353806,0.2562386439235717,0
200,0.939540510254563,0.6107404025496436,0.3406158194667726,0.014434471799290959,0.21712737851630023,0.49382186052216615,0.770026050719565,0.5391654317394085,0.3521365114403777,0
201,0.2658343656223297,0.7071593221382556,0.7955872925623122,0.612088457082144,0.4977176635728134,0.5938850075448375,0.44104931692784705,0.6248353340217568,0.6777812935533766,0
202,0.2601373601232809,0.7067145647376517,0.7041957873933168,0.5826815747145674,0.4977176635728134,0.23341898769274458,0.4796587097352404,0.7520698677829131,0.05303512041690611,0
204,0.3255825347750044,0.7152265160069495,0.3632523817021168,0.26472016268036547,0.3553415411778562,0.27980019832206465,0.4435238431225483,0.16149289675633802,0.8444390386532206,0
206,0.7033762421166937,0.4139623084528509,0.2872520124480386,0.4331305486968576,0.36080080276840515,0.6472258749422223,0.4246503039724384,0.7490505297110388,0.41726273581494494,0
207,0.3750621780827759,0.455782630410651,0.2697916822640032,0.6019176775891396,0.4977176635728134,0.429438143863005,0.4390768333520589,0.40126110721080743,0.3572757827334533,0
209,0.8496461385992718,0.2826637243509328,0.3102824841961119,0.13016331101596063,0.4977176635728134,0.4387886150300207,0.5571333776121192,0.7106073472234193,0.42950981883760575,0
211,0.636975304233385,0.9677940897279262,0.7744782941925945,0.4791886723765757,0.9273652422960258,0.49678245120578884,0.4670975826251192,0.37289612549324797,0.43414735615368477,0
212,0.9643078873598121,0.6755513368241173,0.332338074514619,0.5397563003136209,0.5216909571081189,0.7005557693875555,0.7516514214135545,0.48091032684622054,0.5484672104082925,0
213,0.40717777827569684,0.6833513415497398,0.7840947306061085,0.7360575536058114,0.8922535541871593,0.27253324034930176,0.4084678267413374,0.8738443745699453,0.6457781937469639,0
214,0.309788279127602,0.5694109058162733,0.4976314566813135,0.4327325385301256,0.6407335201739456,0.5854652708686663,0.5277391318645822,0.6351077652762768,0.6688693513038397,0
215,0.519143857626426,0.6533961786609231,0.47870298120970606,0.39756888336310353,0.5130852877141171,0.4004678463665927,0.23045664070755373,0.7485644467602273,0.42444013958888555,0
216,0.22072311938047776,0.2693777952737516,0.5669828661682198,0.3925644242129469,0.24321356991255946,0.6568173128370874,0.5374816494011653,0.4283373912435727,0.5445362836009836,0
